"id","mission_number","mission_cruiseNumber","mission_deploymentDate","mission_recoveryDate","mission_batteryMax","mission_batteryMin","mission_deploymentLongitude","mission_deploymentLatitude","mission_recoveryLongitude","mission_recoveryLatitude","mission_minimumLongitude","mission_minimumLatitude","mission_maximumLongitude","mission_maximumLatitude","mission_waypointsGiven","mission_distanceTravelled","mission_numberOfYos","mission_numberOfScienceYos","mission_numberOfAlarms","mission_numberOfAlarmsWithOT","mission_hoursOfOT","mission_ballastedDensity","mission_comments","mission_argosTag_id","mission_deploymentVessel_id","mission_institute_id","mission_platformBattery_id","mission_platformName_id","mission_platformNavFirmware_id","mission_platformPayload_id","mission_platformPayloadFirmware_id","mission_platformRelease_id","mission_recoveryVessel_id","mission_profilingScheme","mission_summary","mission_network","mission_project"
"68","69","GLI2021_SEA024_69","2021-09-29","2021-10-27","28.9","24.3","-52.9911","48.7259","null","null","-53.63","47.65","-50.21","50.14","BBn1.5-BBn2-BBn3-BBn4-BBn5-BBn6-BBn5-BBn4-BBn3-BBn2-BBn1.5-Tri3-Tri2-Tri1-...-DR","814","644","649","0","0","0","1024","pld of sea032 with sea021 ctd 0184, had to add 2 foams for ballasting and was still a bit heavy due to SBE DO sensor, recovered in Trinity bay","2","7","null","2","9","11","5","6","3","8","1","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Bonavista line...","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"69","97","GLI2021_SEA019_97","2021-10-20","2021-10-25","29.1","28.3","-63.4006","44.5179","null","null","-63.41","43.99","-63.05","44.52","GL1-GL2-NSC-Tri- DR","131","250","263","0","0","0","1022.5","First mission after water leak and front tap change. Only one week because of budget restriction. Antenna base broken on recovery.","9","1","null","2","6","12","1","8","3","1","flexible","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"70","105","GLI2022_SEA019_105","2022-02-01","2022-02-14","29.1","26.5","-63.405","44.5179","null","null","-63.72","43.47","-62.45","44.52","GL1-GL2-GL2-GL1-TR1","309","596","753","3","3","3","1024.8","Glider SEA019, with PLD and Ecopuck of SEA021, with GPCTD of SEA019. New firmware upgrade with auto ballast adjustement, deadreckoning and no ym anymore. DO sensor stopped working properly mid mission. Huge ballast issue, leaking bladder, glider ejected dropweight, dominion recovered in bad conditions and broke antenna and linear actuator. Duet data partial.","7","1","null","2","6","13","2","6","3","5","flexible","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"71","72","GLI2022_SEA024_72","2022-03-03","2022-03-24","29.1","24.7","-63.4376","44.5153","null","null","-63.44","42.82","-61.72","44.53","GL1-GL2-GL3-HL6-GL3-GL2-GL1-NSC-Tri- DR","556","1207","1338","2","2","2","1024","pld of sea032 with rinko and minifluo, duet nothing in file?","7","9","null","2","9","11","5","6","3","1","flexible","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"72","81","GLI2022_SEA022_81","2022-04-06","2022-04-29","29.1","25.4","-63.3313","44.3793","null","null","-63.42","42.47","-61.44","44.51","GL1-GL2-GL3-GL7-GL3-GL2-GL1-TRI-DR","585","1124","1333","1","1","1","1024.7","GPCTD of SEA024, firmware upgraded but not using auto-ballast","7","1","null","2","8","13","4","9","3","1","flexible","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"73","88","GLI2022_SEA022_88","2022-09-08","2022-09-29","29","25.3","-63.3336","44.3779","null","null","-63.35","42.47","-61.43","44.38","GL1-GL2-GL3-GL7-GL3-GL2-GL1-NSC-DR","597","1098","1091","0","0","0","1021.9","duet data missing","7","1","null","2","8","13","4","10","3","1","flexible","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"74","73","GLI2022_SEA032_73","2022-09-15","2022-10-05","29.1","25.5","-52.9535","48.733","null","null","-53.69","47.76","-50.76","49.97","BBn1.5-BBn2-BBn3-BBn4-BBn3-BBn2-BBn1-Tri3-Tri2.5-Tri2-Tri0.5-DR","599","527","1054","0","0","0","1024","nan","11","7","null","2","10","13","5","10","3","7","1","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Bonavista line...","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"75","69","GLI2023_SEA021_69","2023-02-23","2023-03-14","29.2","25.1","-63.4108","44.5193","null","null","-63.43","43.03","-61.98","44.55","GL1-GL2-GL3- GL2-GL1-NSC-DR-DR25mContour","452","1238","2476","0","0","0","1024.9","Duet data 1hz","11","1","null","2","7","13","2","11","3","1","1","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"76","91","GLI2023_SEA022_91","2023-03-17","2023-04-11","29.2","24.6","-63.3588","44.3788","null","null","-63.4","42.46","-61.4","44.53","GL1-GL2-GL3-GL7-GL3-GL2-GL1-NSC-Tri-DR","666","1181","1872","2","0","0","1024.9","Laura on deployment with Dal, Chris land pilot. Duet data partial and utc-5.","2","9","null","2","8","13","4","11","3","1","1","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"77","71","GLI2023_SEA021_71","2023-04-11","2023-05-08","29.2","23.9","-63.3853","44.4929","null","null","-63.39","42.5","-61.43","44.5","GL1-GL2-GL3-GL7-GL3-GL2-GL1-TRI-HL2","629","1235","2368","0","0","0","1024.9","Duet data 1hz","11","1","null","2","7","13","2","11","3","1","1","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"78","79","GLI2023_SEA032_79","2023-05-23","2023-06-13","29.2","24.7","-63.3817","44.3999","null","null","-63.39","42.44","-61.49","44.4","GL1-GL2-GL3-GL7-GL3-GL2-GL1-TRI","568","943","1886","0","0","0","1023.8","With spare pld (initially on SEA024). There were a few dives were the GPCTD DO was bad on the shelf break. Did 2 drifts at the end and did not get easy drift ballast value. Nose damaged during mission but no alarms, possible boat hit.","2","1","null","2","10","13","3","12","3","1","1","The Atlantic Zone Monitoring Program (AZMP) was implemented in year 1998 by the four Atlantic regions of Fisheries and Oceans Canada to collect and analyze the biological, chemical, and physical oceanographic field data to characterize and understand the causes of oceanic variability at various time scales, provide multidisciplinary datasets to establish relationships among variables, and provide adequate data to support the development of ocean activities. Ocean gliders were acquired by Fisheries and Oceans Canada in year 2017 and 2018 for both the West and East coast. On the East coast, they have been used to monitor hydrographic sections associated with the AZMP. Here, the AZMP Halifax line is occupied from outside the mouth of Halifax harbor, Nova Scotia Canada at (44.267N, 63.317W) in the off-shelf direction approximately 135 nautical miles to deep waters off the continental slope at (42.475N, 61.433W).","OceanGliders > BOON > Northwest Atlantic Ocean > Atlantic Zone Monitoring Program","Atlantic Zone Monitoring Program"
"79","93","GLI2023_SEA022_093","2023-06-13","2023-07-11","29.2","24.1","-63.3335","44.3777","null","null","-63.37","42.45","-61.43","44.41","GL1-GL2-GL3-GL7-GL3-GL2-GL1-GL2-GL1-TRI","736","1158","1904","2","2","2","1023.75","First mission with nav firmware 3.5.3 where data file now split at surface and not 10m from surface, with auto ballast improvement option. Lots of comm issues at deployment. Did some drifts where Ecopuck did not work properly. Also did some test with new firmware commands (dive 606 to 617) Im not sure I understand what they are doing. back and forth in emerald basin on the way back, more drifts to test ecopuck and dives at 10 and 30 degrees for Alseamar related to ecopuck. Very low battery... bottoming at the end to wait for better weather. Low voltage alarm. recovered from the RHIB of the Teather in heavy weather. No duet data recorded because of a human error.","11","1","null","2","8","14","4","12","3","null","1","null","null","null"
"80","77","GLI2023_SEA024_077","2023-06-21","2023-07-18","29.2","23.5","-52.9644","48.7238","null","null","-53.69","47.72","-50.16","50.28","BBn1.5-BBn2-BBn3-BBn4-BBn5-BBn4-BBn3-BBn2-BB1.5-BBn1-Tri3.5-Tri2.5-Tri2-Tri1-Tri0.5-DR","743","725","1290","0","0","0","1024","Something looks a bit wrong on Conductivity starting dive 134, minifluo stopped working at dive 565 but started working again after turning off and on again. Both minifluo and ecopuck off in trinity bay dive 627 to save battery. GPCTD and rinko off at dive 645. Did some bottoming to wait for recovery. No data sent to the GTS as we forgot to send the deployment info to Anh (miscomm between chantelle and melany). Corrosion was found on the GPCTD connector on front tap but pins okay. Rinko sampling rate 4s.","7","null","null","2","9","13","5","11","3","null","1","null","null","null"
"81","121","GLI2023_SEA019_121","2023-09-08","2023-09-28","29.1","24.6","-63.3383","44.3744","null","null","-63.45","42.47","-61.46","44.51","GL1-GL2-GL3-GL7-GL3-GL2-GL1-TRI-DR","556","1029","2058","4","3","3","1022","GPCTD of SEA021, glider just repaired by alseamar (bladder and linear), ecopuck values okay cause negative in simu? Lots of trouble flying well on the way up, looks like angular and linear cant stabilise, try to change the linear base, did not help. Did 2 dives spiraling to see if compass issue, seems to be an issue on the way up only, down is perfectly fine since the begining. Tried WP option for GL3 on the way out, worked well. Did a drift a 200m, ecopuck fine. Hurricane Lee. Chiara helped a lot and I played with new 3.5.3 commands for the first time.","2","1","null","2","6","14","1","12","3","1","1","null","null","null"
"82","74","GLI2023_SEA021_074","2023-09-28","2023-10-18","29.1","25.2","-63.3591","44.3867","null","null","-63.37","42.46","-61.4","44.39","GL1-GL2-GL3-GL7-GL3-GL2-GL1-HL2","543","854","1708","1","1","1","1022.5"," test of new piloting command, mission with legato but post processing required for saltbladder cal done after, buoyancy limited to -410 and 465 due to config files comments.","12","1","null","2","7","14","2","12","3","1","1","null","null","null"
"83","77","GLI2024_SEA021_077","2024-02-20","2024-03-14","29.1","24.8","-63.3354","44.3783","null","null","-63.37","42.48","-61.44","44.4","GL1-GL2-GL3-GL7-GL3-GL2-GL1-NSC-TRI","567","976","1952","2","1","1","1024.8"," mission with legato, pilot training on new piloting (auto ballast fine tuning),more battery endurance than ever, duet data stopped in Emerald basin on the way back, probably end of battery. Glider had 2 32 alarms I thought it was held at surface by someone but probably just related to fireware upgrade and how that alarm is triggered now.","12","1","null","2","7","null","2","12","3","1","1","null","null","null"
"84","83","GLI2024_SEA032_083","2024-03-14","2024-04-09","29.1","24.2","-63.3343","44.3968","null","null","-63.4","42.47","-61.43","44.49","GL1-GL2-GL3-GL7-GL3-GL2-GL1-HL2-GL1-TRI-DR","655","1223","424","3","3","3","1024.9","with SEA022 GPCTD, had issues with DO during simul and change DO cable. Had 3x32 alarms again, increased security.depth.stability.duration to 360, GPCTD failed in deep water just before HL7 (dive 402), DO values went first and then p,T,C were only provinding data closer to the surface. GPCTD was turned off completly after dive 424 and no sigh of corrosion was found at recovery. PLD was turned off after 929 dives (ecopuck).","2","1","null","2","10","null","3","12","3","1","1","null","null","null"
"85","124","GLI2024_SEA019_124","2024-04-09","2024-04-29","29.1","25.3","-63.3969","44.4843","null","null","-63.42","42.47","-61.42","44.53","GL1-GL2-GL3-GL7-GL3-GL2-GL1-NSC-TRI-DR","585","963","1926","0","0","0","1024.9","with SEA032 GPCTD, no more issue with pitch on the way up, so must have been a piloting issue with new auto ballast commands and not related to linear trolley fix.","12","1","null","2","6","null","1","12","3","1","1","null","null","null"
"86","127","GLI2024_SEA019_127","2024-05-14","2024-06-04","29.2","25.5","-63.364","44.3843","null","null","-63.41","42.47","-61.41","44.51","GL1-GL2-GL3-GL7-GL3-GL2-GL1-TRI-DR","572","891","1782","0","0","0","1024","with SEA032 GPCTD, had issue with DO cables during simul but mission was fine","12","1","null","2","6","null","1","12","3","1","1","null","null","null"
"87","99","GLI2024_SEA022_99","2024-06-06","2024-06-17","29.1","26.1","-53.0029","48.7187","null","null","-53.66","47.73","-51.84","49.38","BBn1.5-BBn2-BBn3-BBn2-BB1.5-Tri4-Tri3-Tri2.5-Tri2-Tri1-Tri0.5-DR","355","382","764","0","0","0","1024","with sea021 GPCTD (43F), very fast speed for less than 2 weeks","13","7","null","2","8","null","4","12","3","10","1","null","null","null"
"88","129","GLI2024_SEA019_129","2024-06-17","2024-07-09","29.1","24.9","-63.3394","44.3852","null","null","-63.43","42.47","-61.44","44.53","GL1-GL2-GL3-GL7-GL3-GL2-GL1-TRI-DR","604","1071","2142","0","0","0","1023.7","nan","14","1","null","2","6","null","1","12","3","1","1","null","null","null"
